Stand	Schedule	P1_Income	P1_Pine_saw	P1_Pine_pulp	P1_Spruce_saw	P1_Spruce_pulp	P1_Birch_saw	P1_Birch_pulp	P2_Income	P2_Pine_saw	P2_Pine_pulp	P2_Spruce_saw	P2_Spruce_pulp	P2_Birch_saw	P2_Birch_pulp	P3_Income	P3_Pine_saw	P3_Pine_pulp	P3_Spruce_saw	P3_Spruce_pulp	P3_Birch_saw	P3_Birch_pulp	P4_Income	P4_Pine_saw	P4_Pine_pulp	P4_Spruce_saw	P4_Spruce_pulp	P4_Birch_saw	P4_Birch_pulp	P5_Income	P5_Pine_saw	P5_Pine_pulp	P5_Spruce_saw	P5_Spruce_pulp	P5_Birch_saw	P5_Birch_pulp	P6_Income	P6_Pine_saw	P6_Pine_pulp	P6_Spruce_saw	P6_Spruce_pulp	P6_Birch_saw	P6_Birch_pulp	PV_timber	PV_land	Binary
593	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32020.21047	392.360062	202.8535931	5.665332984	17.34550285	0	5.015322236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32599.04903	400.9968659	204.9123831	5.794229612	17.73416264	0.102227571	3.771606687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34037.26931	420.0017027	211.3322345	6.448365335	18.64246407	0	3.389936688	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35530.03343	439.9312525	216.7098713	7.943652856	18.70051189	0	3.527440369	507.596344	507.596344	1
593	8	25015.3302	296.511402	171.5892583	4.553233049	17.41813807	0	4.868520717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	9	0	0	0	0	0	0	0	25472.16861	303.9224988	171.2340853	4.665734443	17.82955513	0	4.944193931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25883.65747	308.9517996	173.0626129	5.665332984	17.34550285	0	5.015322236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26378.50781	316.3870871	174.8083174	5.794229612	17.73416264	0.102227571	3.771606687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562.43803	331.7453975	180.2939986	6.448365335	18.64246407	0	3.389936688	0	0	0	0	0	0	0	533.4277954	533.4277954	1
593	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28796.97168	347.9676656	184.7296994	7.943652856	18.70051189	0	3.527440369	507.596344	507.596344	1
594	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5106.330078	535.4295654	1
595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4100.484375	535.4655151	1
596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9354.479492	315.7091675	1
596	2	5281.867342	5.462827019	11.60317595	41.1658405	51.55782426	0.194314409	7.439680521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.194809	234.194809	1
596	3	0	0	0	0	0	0	0	5518.085445	5.540983145	11.7388474	43.7962009	53.39975141	0.191265334	7.518876247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.194809	234.194809	1
596	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5770.766445	5.630299264	11.85663037	47.52324162	54.08985229	0.187900371	7.599487904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.194809	234.194809	1
596	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6044.31313	5.837216149	11.86242341	49.85433945	56.37611872	0.59218831	7.998319086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.194809	234.194809	1
596	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6744.974433	6.521959197	11.71360962	56.3374402	63.58142582	0.599177356	8.190351761	0	0	0	0	0	0	0	234.194809	234.194809	1
596	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7574.969328	6.783312381	12.00808154	69.02308459	65.39076392	0.604568497	8.389740834	315.7091675	315.7091675	1
597	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4574.263672	538.8475952	1
598	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13276.37598	965.6590576	1
598	2	16433.71493	207.0500817	111.2410533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
598	3	0	0	0	0	0	0	0	16640.49373	210.4990475	111.2368654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
598	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16825.44888	212.7914263	112.4845607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
598	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17014.39323	215.3754575	113.376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
598	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17610.25945	223.6485461	115.9946497	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
598	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18161.85814	231.0686191	118.7945	0	0	0	0	965.6590576	965.6590576	1
599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4470.630859	535.4580688	1
600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4519.790527	534.3076172	1
601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966.004395	440.2411194	1
602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5331.473145	535.4522705	1
603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11580.36719	430.8316345	1
604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5335.146973	133.085144	1
605	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7750.90625	533.4277954	1
606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534.6143799	534.6143799	1
607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9528.852539	782.7940674	1
607	2	12645.70355	87.3660166	99.11020074	0	0	3.127856481	100.4864101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
607	3	0	0	0	0	0	0	0	12913.98611	92.15043524	97.00282795	0	0	3.516067895	101.5765233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
607	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13165.9079	94.07820027	97.92710475	0	0	4.650571929	102.6540951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
607	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13361.84844	95.76323467	98.96854383	0	0	4.7576738	103.9914003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
607	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13919.29192	100.3293353	102.1077524	0	0	5.177570527	107.8160783	0	0	0	0	0	0	0	292.7434998	292.7434998	1
607	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14578.24201	107.5396033	102.5063473	0	0	7.337659136	110.3712842	782.7940674	782.7940674	1
608	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4038.668945	288.6724243	1
609	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10353.29004	514.8568726	1
609	2	10339.80638	117.5326271	78.99809255	0.304735154	4.919288464	0	4.971172874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	3	0	0	0	0	0	0	0	10514.10904	120.7254551	78.38187787	0.309476812	5.00136033	0	5.041334747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10649.37154	122.346222	79.21928824	0.327753972	5.070395387	0	5.105975059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10807.16829	124.8524664	79.26711863	0.332758447	5.14201554	0	5.172312241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11258.27537	130.8765303	81.70598838	0.55207947	5.161478127	0	4.731944299	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663.949	135.977631	83.89703069	0.609002765	5.337117347	0	4.89620871	514.8568726	514.8568726	1
609	8	9074.227322	101.1730452	71.52429928	0.304735154	4.919288464	0	4.971172874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	9	0	0	0	0	0	0	0	9228.628816	103.9958896	70.9685543	0.309476812	5.00136033	0	5.041334747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9348.027172	105.4317301	71.68047634	0.327753972	5.070395387	0	5.105975059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9485.863389	107.6428171	71.66906743	0.332758447	5.14201554	0	5.172312241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9885.206342	112.943757	73.88749812	0.55207947	5.161478127	0	4.731944299	0	0	0	0	0	0	0	533.4277954	533.4277954	1
609	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10238.92851	117.3094452	75.87257441	0.609002765	5.337117347	0	4.89620871	514.8568726	514.8568726	1
610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6014.463867	533.4277954	1
610	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2946.185905	8.26965828	66.50400019	0	0	0	0	533.4277954	533.4277954	1
610	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2755.176164	8.26965828	61.47742806	0	0	0	0	533.4277954	533.4277954	1
611	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9175.30957	920.6452026	1
612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11315.35742	516.46698	1
613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10225.51855	209.5851288	1
614	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5681.420898	533.9901123	1
615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3790.95459	534.8796387	1
616	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6234.173828	536.5783081	1
617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5338.10791	534.1372681	1
618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4327.546875	536.319397	1
619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10139.58594	533.4277954	1
619	2	331458.5854	4288.892913	2051.236871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	3	0	0	0	0	0	0	0	336333.5604	4370.21137	2051.128124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340817.0521	4431.194714	2072.825255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346416.0461	4516.020225	2086.232187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360013.5223	4709.804818	2138.084834	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373690.1234	4902.021973	2194.494618	0	0	0	0	533.4277954	533.4277954	1
619	8	274532.2746	3509.768672	1783.37223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	9	0	0	0	0	0	0	0	278745.1269	3582.841978	1778.85786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282453.0686	3632.63631	1797.812643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287287.4674	3705.327739	1810.257725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298673.9115	3867.335312	1854.099559	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
619	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310160.5341	4029.801719	1899.853196	0	0	0	0	533.4277954	533.4277954	1
620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10276.65918	534.0551147	1
620	2	22595.68458	256.3123574	192.5474289	0	0	0	3.852628157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	3	0	0	0	0	0	0	0	22968.90298	263.5288951	190.9282889	0	0	0	3.900018768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23268.12287	267.1808435	192.9854961	0	0	0	3.952156966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23632.80223	273.3713007	192.7594534	0	0	0	4.001928635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24567.95111	286.2121665	198.2308932	0	0	0	2.833880538	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25453.57754	297.6274783	203.420079	0	0	0	2.928979587	534.0551147	534.0551147	1
620	8	20112.79174	224.7513732	177.0412766	0	0	0	3.852628157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	9	0	0	0	0	0	0	0	20454.02794	231.6032192	175.1563288	0	0	0	3.900018768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20720.17939	234.8900202	176.9198623	0	0	0	3.952156966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21041.15779	240.3108653	176.7589715	0	0	0	4.001928635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21870.47714	251.6832103	181.7641406	0	0	0	2.833880538	0	0	0	0	0	0	0	533.4277954	533.4277954	1
620	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22648.53775	261.604589	186.4814886	0	0	0	2.928979587	534.0551147	534.0551147	1
621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5244.933594	533.4277954	1
622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3768.741455	537.3510132	1
623	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13146.49023	732.4816284	1
624	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8821.700195	925.8181763	1
624	2	14394.30562	44.39989845	302.3152291	1.078125606	18.01550867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
624	3	0	0	0	0	0	0	0	15212.76969	57.58937861	302.056445	1.823808384	17.87613721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
624	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15719.40013	60.14276824	310.6325102	1.885681287	18.47638274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
624	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16216.74362	62.96202418	318.559397	2.012551861	18.96975312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
624	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18038.65934	84.7711471	329.6731449	3.180291787	19.58187191	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
624	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19565.58786	95.90778072	350.1478173	3.577416812	21.03329244	0	0	925.8181763	925.8181763	1
625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176.49707	769.5174561	1
625	2	17306.33609	171.3593643	79.82713333	45.45607775	26.09466152	2.637982473	16.5892088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
625	3	0	0	0	0	0	0	0	17575.73827	174.1095086	80.51463917	46.86768086	25.92634326	2.651310562	16.69245017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
625	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17842.65343	176.9835411	81.18250471	47.91322666	26.06898498	2.65596205	16.78816258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
625	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18105.7886	179.7863197	81.88581164	48.73554261	26.46769453	2.759534498	16.78355422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.7434998	292.7434998	1
625	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18930.62177	187.4693343	84.51934664	51.95336369	26.89137632	3.378772983	17.59371676	0	0	0	0	0	0	0	292.7434998	292.7434998	1
625	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19719.09058	195.6291364	86.82905164	55.1299527	27.42433781	3.419470436	17.77020864	769.5174561	769.5174561	1
626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11182.32324	516.1395874	1
626	2	7330.171371	76.51290097	66.16453057	0.760928326	3.181168253	0	3.342116327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
626	3	0	0	0	0	0	0	0	7457.596063	79.23080911	65.02433472	0.977680362	3.035639461	0	3.37303337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
626	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7561.804032	80.83813508	65.10767084	1.007803112	3.06690928	0	3.417191443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
626	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7657.446262	82.23441026	65.29962501	1.032137915	3.112072103	0	3.454431032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4277954	533.4277954	1
626	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7941.439959	86.08396533	66.3681426	1.11671323	3.216268153	0	3.547082084	0	0	0	0	0	0	0	533.4277954	533.4277954	1
